state,Q_action_0,Q_action_1,best_action,best_q
x1,4.851992607116699,5.851992607116699,1,5.851992607116699
x2,3.900998592376709,4.901000022888184,1,4.901000022888184
x3,2.940401554107666,3.940401554107666,1,3.940401554107666
x4,1.9701008796691895,2.9701013565063477,1,2.9701013565063477
x5,0.9900000095367432,1.9900002479553223,1,1.9900002479553223
x6,1.1622236977087743e-21,0.9999997615814209,1,0.9999997615814209
